_id,report_date,previous_day_total_doses_administered,previous_day_at_least_one,previous_day_fully_vaccinated,previous_day_3doses,total_doses_administered,total_individuals_at_least_one,total_individuals_partially_vaccinated,total_doses_in_fully_vaccinated_individuals,total_individuals_fully_vaccinated,total_individuals_3doses
1,2021-01-01T00:00:00,6254,6244,2,,32253,32197,32186,22,11,
2,2021-01-02T00:00:00,4618,4606,6,,36871,36751,36738,26,13,
3,2021-01-03T00:00:00,5397,5389,4,,42268,42138,42123,30,15,
4,2021-01-04T00:00:00,5998,5995,0,,48266,48132,48118,28,14,
5,2021-01-05T00:00:00,9691,9666,21,,57957,57796,57762,68,34,
6,2021-01-06T00:00:00,12800,12334,451,,70757,70127,69645,964,482,
7,2021-01-07T00:00:00,16229,15516,699,,86986,85642,84461,2362,1181,
8,2021-01-08T00:00:00,18045,17028,1004,,105031,102670,100485,4370,2185,
9,2021-01-09T00:00:00,19514,18434,1067,,124545,121102,117851,6502,3251,
10,2021-01-10T00:00:00,11376,11334,40,,135921,132427,129137,6580,3290,
11,2021-01-11T00:00:00,11716,11664,49,,147637,144090,140751,6678,3339,
12,2021-01-12T00:00:00,14483,14174,301,,162120,158255,154616,7278,3639,
13,2021-01-13T00:00:00,15447,13820,1597,,177567,172061,166827,10468,5234,
14,2021-01-14T00:00:00,19201,16747,2438,,196768,188802,181131,15342,7671,
15,2021-01-15T00:00:00,20089,18031,2038,,216857,206822,197113,19418,9709,
16,2021-01-16T00:00:00,17124,15939,1172,,233981,222745,211864,21762,10881,
17,2021-01-17T00:00:00,11272,10028,1237,,245253,232758,220642,24232,12116,
18,2021-01-18T00:00:00,6803,6719,74,,252056,239453,227267,24372,12186,
19,2021-01-19T00:00:00,11839,9729,2096,,263895,249161,234879,28564,14282,
20,2021-01-20T00:00:00,10817,7227,3573,,274712,256365,238511,35708,17854,
21,2021-01-21T00:00:00,10984,6861,4095,,285696,263210,241261,43898,21949,
22,2021-01-22T00:00:00,9050,4331,4699,,294746,267504,240858,53292,26646,
23,2021-01-23T00:00:00,7480,3061,4391,,302226,270535,239499,62072,31036,
24,2021-01-24T00:00:00,4401,1839,2541,,306627,272356,238779,67154,33577,
25,2021-01-25T00:00:00,5332,1056,4267,,311959,273380,235537,75686,37843,
26,2021-01-26T00:00:00,9411,2879,6503,,321370,276227,231882,88690,44345,
27,2021-01-27T00:00:00,9907,2869,7009,,331277,279067,227714,102706,51353,
28,2021-01-28T00:00:00,13143,5760,7339,,344420,284794,226102,117384,58692,
29,2021-01-29T00:00:00,10731,3315,7379,,355151,288078,222008,132140,66070,
30,2021-01-30T00:00:00,9214,2747,6428,,364365,290782,218288,144988,72494,
31,2021-01-31T00:00:00,3393,1576,1770,,367758,292324,218061,148526,74263,
32,2021-02-01T00:00:00,2133,494,1611,,369891,292783,216914,151738,75869,
33,2021-02-02T00:00:00,4431,1376,2997,,374322,294121,215259,157724,78862,
34,2021-02-03T00:00:00,6261,1738,4460,,380583,295818,212503,166630,83315,
35,2021-02-04T00:00:00,9110,1734,7295,,389693,297509,206905,181208,90604,
36,2021-02-05T00:00:00,8470,1486,6905,,398163,298955,201452,195006,97503,
37,2021-02-06T00:00:00,10681,1881,8739,,408844,300781,194548,212466,106233,
38,2021-02-07T00:00:00,7588,1736,5797,,416432,302477,190459,224036,112018,
39,2021-02-08T00:00:00,8231,3099,5083,,424663,305528,188440,234176,117088,
40,2021-02-09T00:00:00,15028,3872,11087,,439691,309358,181199,256318,128159,
41,2021-02-10T00:00:00,15530,4947,10521,,455221,314253,175598,277310,138655,
42,2021-02-11T00:00:00,16376,3905,12412,,471597,318106,167070,302072,151036,
43,2021-02-12T00:00:00,17698,2113,15530,,489295,320180,153634,333092,166546,
44,2021-02-13T00:00:00,16224,2451,13755,,505519,322586,142304,360564,180282,
45,2021-02-14T00:00:00,12892,929,11929,,518411,323467,131286,384362,192181,
46,2021-02-15T00:00:00,7870,487,7332,,526281,323906,124419,398974,199487,
47,2021-02-16T00:00:00,6009,1048,4906,,532290,324911,120541,408740,204370,
48,2021-02-17T00:00:00,10179,1615,8530,,542469,326482,113610,425744,212872,
49,2021-02-18T00:00:00,13894,2970,10875,,556363,329404,105687,447434,223717,
50,2021-02-19T00:00:00,18505,6219,12215,,574868,335571,99670,471802,235901,
51,2021-02-20T00:00:00,22640,11139,11448,,597508,346647,99336,494622,247311,
52,2021-02-21T00:00:00,17253,10391,6828,,614761,356978,102881,508194,254097,
53,2021-02-22T00:00:00,13596,8762,4778,,628357,365671,106845,517652,258826,
54,2021-02-23T00:00:00,17886,11134,6679,,646243,376749,111280,530938,265469,
55,2021-02-24T00:00:00,18599,13628,4887,,664842,390321,120007,540628,270314,
56,2021-02-25T00:00:00,20823,16494,4270,,685665,406749,132213,549072,274536,
57,2021-02-26T00:00:00,24939,21852,3024,,710604,428541,151018,555046,277523,
58,2021-02-27T00:00:00,27488,23595,3849,,738092,452072,170748,562648,281324,
59,2021-02-28T00:00:00,20599,19155,1409,,758691,471173,188482,565382,282691,
60,2021-03-01T00:00:00,18237,17040,1148,,776928,488151,204359,567584,283792,
61,2021-03-02T00:00:00,24716,22294,2334,,801644,510384,224304,572160,286080,
62,2021-03-03T00:00:00,30630,27988,2584,,832274,538321,249690,577262,288631,
63,2021-03-04T00:00:00,34734,32488,2157,,867008,570743,280005,581476,290738,
64,2021-03-05T00:00:00,40051,38199,1800,,907059,608894,316390,585008,292504,
65,2021-03-06T00:00:00,44200,41982,2177,,951259,650821,356181,589280,294640,
66,2021-03-07T00:00:00,32758,31571,1181,,984017,682318,386555,591526,295763,
67,2021-03-08T00:00:00,24055,22179,1863,,1008072,704429,406857,595144,297572,
68,2021-03-09T00:00:00,33333,29878,3427,,1041405,734241,433288,601906,300953,
69,2021-03-10T00:00:00,38387,34119,4221,,1079792,768286,463160,610252,305126,
70,2021-03-11T00:00:00,44022,40744,3239,,1123814,808964,500651,616626,308313,
71,2021-03-12T00:00:00,47754,46039,1691,,1171568,854939,544985,619908,309954,
72,2021-03-13T00:00:00,57972,55089,2858,,1229540,909957,597199,625516,312758,
73,2021-03-14T00:00:00,43462,42220,1225,,1273002,952094,638179,627830,313915,
74,2021-03-15T00:00:00,32830,31131,1683,,1305832,983166,667611,631110,315555,
75,2021-03-16T00:00:00,54002,51694,2289,,1359834,1034795,716994,635602,317801,
76,2021-03-17T00:00:00,61118,58575,2498,,1420952,1093304,773055,640498,320249,
77,2021-03-18T00:00:00,61592,59119,2444,,1482544,1152351,829711,645280,322640,
78,2021-03-19T00:00:00,64517,61180,3278,,1547061,1213452,887588,651728,325864,
79,2021-03-20T00:00:00,62621,60023,2564,,1609682,1273419,945039,656760,328380,
80,2021-03-21T00:00:00,44031,42501,1544,,1653713,1315855,985968,659774,329887,
81,2021-03-22T00:00:00,31025,30056,980,,1684738,1345823,1015012,661622,330811,
82,2021-03-23T00:00:00,54660,51880,2730,,1739398,1397608,1064130,666956,333478,
83,2021-03-24T00:00:00,76495,73305,3143,,1815893,1470823,1134259,673128,336564,
84,2021-03-25T00:00:00,82968,80379,2539,,1898861,1551123,1212077,678092,339046,
85,2021-03-26T00:00:00,87074,83532,3503,,1985935,1634574,1292077,684994,342497,
86,2021-03-27T00:00:00,80912,77951,2875,,2066847,1712422,1367115,690614,345307,
87,2021-03-28T00:00:00,67035,65435,1563,,2133882,1777767,1430954,693626,346813,
88,2021-03-29T00:00:00,51770,49073,2656,,2185652,1826760,1477337,698846,349423,
89,2021-03-30T00:00:00,73633,70212,3356,,2259285,1896895,1544157,705476,352738,
90,2021-03-31T00:00:00,93214,89548,3598,,2352499,1986345,1630062,712566,356283,
91,2021-04-01T00:00:00,89387,85494,3849,,2441886,2071741,1711662,720158,360079,
92,2021-04-02T00:00:00,93161,88924,4218,,2535047,2160579,1796334,728490,364245,
93,2021-04-03T00:00:00,61044,59357,1737,,2596091,2219845,1853914,731862,365931,
94,2021-04-04T00:00:00,72358,70695,1656,,2668449,2290429,1922900,735058,367529,
95,2021-04-05T00:00:00,53752,53276,474,,2722201,2343621,1975666,735910,367955,
96,2021-04-06T00:00:00,79629,77737,1901,,2801830,2421256,2051454,739604,369802,
97,2021-04-07T00:00:00,108068,104974,3072,,2909898,2526105,2153289,745632,372816,
98,2021-04-08T00:00:00,114141,110151,4036,,3024039,2636145,2259349,753592,376796,
99,2021-04-09T00:00:00,109909,105661,4312,,3133948,2741688,2360645,762086,381043,
100,2021-04-10T00:00:00,109311,105532,3867,,3243259,2847092,2462248,769688,384844,
101,2021-04-11T00:00:00,98666,95539,3266,,3341925,2942506,2554455,776102,388051,
102,2021-04-12T00:00:00,76094,75024,1162,,3418019,3017382,2628237,778290,389145,
103,2021-04-13T00:00:00,99535,96134,3413,,3517554,3113407,2720897,785020,392510,
104,2021-04-14T00:00:00,117109,113331,3660,,3634663,3226620,2830490,792260,396130,
105,2021-04-15T00:00:00,113619,109542,3908,,3748282,3336036,2936055,799962,399981,
106,2021-04-16T00:00:00,118143,113749,4211,,3866425,3449675,3045527,808296,404148,
107,2021-04-17T00:00:00,112473,107863,4464,,3978898,3557404,3148851,817106,408553,
108,2021-04-18T00:00:00,88794,86540,2116,,4067692,3643821,3233206,821230,410615,
109,2021-04-19T00:00:00,69004,67462,1458,,4136696,3711153,3299131,824044,412022,
110,2021-04-20T00:00:00,102167,98821,3136,,4238863,3809812,3394719,830186,415093,
111,2021-04-21T00:00:00,142123,137816,4068,,4380986,3947454,3528361,838186,419093,
112,2021-04-22T00:00:00,139567,135387,3931,,4520553,4082712,3659744,845936,422968,
113,2021-04-23T00:00:00,138287,131830,6205,,4658840,4214388,3785273,858230,429115,
114,2021-04-24T00:00:00,130359,126273,3909,,4789199,4340513,3907545,865936,432968,
115,2021-04-25T00:00:00,102057,98630,3189,,4891256,4438995,4002905,872180,436090,
116,2021-04-26T00:00:00,71031,69315,1564,,4962287,4508179,4070585,875188,437594,
117,2021-04-27T00:00:00,98562,95455,2910,,5060849,4603473,4163032,880882,440441,
118,2021-04-28T00:00:00,120635,115988,4447,,5181484,4719293,4274477,889632,444816,
119,2021-04-29T00:00:00,124562,119327,5070,,5306046,4838453,4388636,899634,449817,
120,2021-04-30T00:00:00,115891,110602,5038,,5421937,4948882,4494104,909556,454778,
121,2021-05-01T00:00:00,111359,107466,3668,,5533296,5056167,4597798,916738,458369,
122,2021-05-02T00:00:00,79190,76199,2876,,5612486,5132209,4671030,922358,461179,
123,2021-05-03T00:00:00,56815,55139,1599,,5669301,5187193,4724475,925436,462718,
124,2021-05-04T00:00:00,91991,88597,3304,,5761292,5275612,4809667,931890,465945,
125,2021-05-05T00:00:00,138059,133340,4627,,5899351,5408783,4938274,941018,470509,
126,2021-05-06T00:00:00,141899,136922,4834,,6041250,5545521,5070240,950562,475281,
127,2021-05-07T00:00:00,150360,145294,4855,,6191610,5690655,5210578,960154,480077,
128,2021-05-08T00:00:00,142537,137821,4460,,6334147,5828280,5343822,968916,484458,
129,2021-05-09T00:00:00,124890,121211,3502,,6459037,5949327,5461431,975792,487896,
130,2021-05-10T00:00:00,97849,95846,1894,,6556886,6044984,5555261,979446,489723,
131,2021-05-11T00:00:00,113604,108902,4508,,6670490,6153684,5659524,988320,494160,
132,2021-05-12T00:00:00,145119,138060,6903,,6815609,6291565,5790568,1001994,500997,
133,2021-05-13T00:00:00,142794,135382,7248,,6958403,6426772,5918601,1016342,508171,
134,2021-05-14T00:00:00,148927,138827,9928,,7107330,6565411,6047377,1036068,518034,
135,2021-05-15T00:00:00,159823,149745,9892,,7267153,6714969,6187118,1055702,527851,
136,2021-05-16T00:00:00,144420,136139,8071,,7411573,6850940,6315098,1071684,535842,
137,2021-05-17T00:00:00,115028,110923,3951,,7526601,6961674,6421957,1079434,539717,
138,2021-05-18T00:00:00,111413,100529,10677,,7638014,7062007,6511675,1100664,550332,
139,2021-05-19T00:00:00,149952,133518,16250,,7787966,7195373,6628865,1133016,566508,
140,2021-05-20T00:00:00,151658,131643,19789,,7939624,7326827,6740599,1172456,586228,
141,2021-05-21T00:00:00,165480,140953,24262,,8105104,7467599,6857186,1220826,610413,
142,2021-05-22T00:00:00,199555,172328,26989,,8304659,7639729,7002408,1274642,637321,
143,2021-05-23T00:00:00,139903,127509,12239,,8444562,7767060,7117562,1298996,649498,
144,2021-05-24T00:00:00,100342,93359,6833,,8544904,7860246,7203985,1312522,656261,
145,2021-05-25T00:00:00,90541,83035,7287,,8635445,7943118,7279637,1326962,663481,
146,2021-05-26T00:00:00,139889,113082,26534,,8775334,8056013,7366068,1379890,689945,
147,2021-05-27T00:00:00,152131,123094,28785,,8927465,8178950,7460289,1437322,718661,
148,2021-05-28T00:00:00,163945,132375,31260,,9091410,8311151,7561290,1499722,749861,
149,2021-05-29T00:00:00,153453,117173,36048,,9244863,8428174,7642321,1571706,785853,
150,2021-05-30T00:00:00,149790,119072,30485,,9394653,8547076,7730800,1632552,816276,
151,2021-05-31T00:00:00,99268,79863,19210,,9493921,8626769,7791347,1670844,835422,
152,2021-06-01T00:00:00,124267,90665,33260,,9618188,8717239,7848632,1737214,868607,
153,2021-06-02T00:00:00,145403,102207,42934,,9763591,8819265,7907793,1822944,911472,
154,2021-06-03T00:00:00,155463,99979,55201,,9919054,8919059,7952457,1933204,966602,
155,2021-06-04T00:00:00,181823,115600,65941,,10100877,9034460,8002005,2064910,1032455,
156,2021-06-05T00:00:00,172117,103494,68331,,10272994,9137755,8037055,2201400,1100700,
157,2021-06-06T00:00:00,163461,91910,71264,,10436455,9229487,8057593,2343788,1171894,
158,2021-06-07T00:00:00,119610,63088,56304,,10556065,9292378,8064255,2456246,1228123,
159,2021-06-08T00:00:00,161966,72501,89019,,10718031,9364690,8047628,2634124,1317062,
160,2021-06-09T00:00:00,181556,70866,110210,,10899587,9435379,8008188,2854382,1427191,
161,2021-06-10T00:00:00,185686,66480,118709,,11085273,9501656,7955847,3091618,1545809,
162,2021-06-11T00:00:00,204895,67573,136551,,11290168,9569043,7886765,3364556,1682278,
163,2021-06-12T00:00:00,199858,62741,136501,,11490026,9631602,7812915,3637374,1818687,
164,2021-06-13T00:00:00,190417,58943,130934,,11680443,9690370,7740829,3899082,1949541,
165,2021-06-14T00:00:00,137729,38719,98604,,11818172,9728893,7680853,4096080,2048040,
166,2021-06-15T00:00:00,189631,42658,146607,,12007803,9771332,7576782,4389100,2194550,
167,2021-06-16T00:00:00,206342,42475,163210,,12214145,9813611,7455954,4715314,2357657,
168,2021-06-17T00:00:00,210581,37992,171992,,12424726,9851388,7321831,5059114,2529557,
169,2021-06-18T00:00:00,217294,35410,181271,,12642020,9886608,7175872,5421472,2710736,
170,2021-06-19T00:00:00,215980,35533,179760,,12858000,9921935,7031551,5780768,2890384,
171,2021-06-20T00:00:00,186348,35616,150153,,13044348,9957353,6916924,6080858,3040429,
172,2021-06-21T00:00:00,120503,20870,99122,,13164851,9978028,6838569,6278918,3139459,
173,2021-06-22T00:00:00,205052,27581,176705,,13369903,10005415,6689360,6632110,3316055,
174,2021-06-23T00:00:00,230663,28694,201206,,13600566,10033909,6516756,7034306,3517153,
175,2021-06-24T00:00:00,227810,26732,200305,,13828376,10060445,6343097,7434696,3717348,
176,2021-06-25T00:00:00,251234,28039,222431,,14079610,10088282,6148622,7879320,3939660,
177,2021-06-26T00:00:00,261434,30073,230640,,14341044,10118129,5947970,8340318,4170159,
178,2021-06-27T00:00:00,205094,27841,176636,,14546138,10145789,5799103,8693372,4346686,
179,2021-06-28T00:00:00,199320,20985,177761,,14745458,10166576,5642254,9048644,4524322,
180,2021-06-29T00:00:00,250196,24529,224923,,14995654,10190864,5441773,9498182,4749091,
181,2021-06-30T00:00:00,275640,24218,250849,,15271294,10214879,5215068,9999622,4999811,
182,2021-07-01T00:00:00,272062,25344,246156,,15543356,10240005,4994177,10491656,5245828,
183,2021-07-02T00:00:00,144817,11624,132949,,15688173,10251455,4872780,10757350,5378675,
184,2021-07-03T00:00:00,216994,19969,196786,,15905167,10271202,4695890,11150624,5575312,
185,2021-07-04T00:00:00,196342,19539,176569,,16101509,10290554,4538793,11503522,5751761,
186,2021-07-05T00:00:00,148773,12471,136153,,16250282,10302835,4415049,11775572,5887786,
187,2021-07-06T00:00:00,220126,20031,199866,,16470408,10322650,4235144,12175012,6087506,
188,2021-07-07T00:00:00,246694,23003,223437,,16717102,10345427,4034632,12621590,6310795,
189,2021-07-08T00:00:00,231328,21417,209687,,16948430,10366638,3846291,13040694,6520347,
190,2021-07-09T00:00:00,227082,21539,205365,,17175512,10387975,3662395,13451160,6725580,
191,2021-07-10T00:00:00,209132,20560,188407,,17384644,10408331,3494481,13827700,6913850,
192,2021-07-11T00:00:00,171734,17599,154003,,17556378,10425729,3358023,14135412,7067706,
193,2021-07-12T00:00:00,123179,11462,111614,,17679557,10437002,3257819,14358366,7179183,
194,2021-07-13T00:00:00,178614,19089,159376,,17858171,10455869,3117465,14676808,7338404,
195,2021-07-14T00:00:00,180099,19332,160603,,18038270,10474986,2976142,14997688,7498844,
196,2021-07-15T00:00:00,167283,19621,147482,,18205553,10494396,2848234,15292324,7646162,
197,2021-07-16T00:00:00,169445,19948,149336,,18374998,10514142,2718797,15590690,7795345,
198,2021-07-17T00:00:00,173116,20325,152655,,18548114,10534218,2586410,15895616,7947808,
199,2021-07-18T00:00:00,133714,15969,117603,,18681828,10550003,2484740,16130526,8065263,
200,2021-07-19T00:00:00,92042,10440,81490,,18773870,10560230,2413652,16293156,8146578,
201,2021-07-20T00:00:00,133623,16996,116566,,18907493,10576986,2314018,16525936,8262968,
202,2021-07-21T00:00:00,140151,17011,123061,,19047644,10593782,2207915,16771734,8385867,
203,2021-07-22T00:00:00,125717,17705,107875,,19173361,10611263,2117698,16987130,8493565,
204,2021-07-23T00:00:00,120363,17033,103111,,19293724,10628055,2031578,17192954,8596477,
205,2021-07-24T00:00:00,126774,18361,108167,,19420498,10646213,1941732,17408962,8704481,
206,2021-07-25T00:00:00,103727,14909,88681,,19524225,10660898,1867917,17585962,8792981,
207,2021-07-26T00:00:00,66753,9924,56734,,19590978,10670605,1821070,17699070,8849535,
208,2021-07-27T00:00:00,92456,15351,76947,,19683434,10685695,1759430,17852530,8926265,
209,2021-07-28T00:00:00,94028,16505,77448,,19777462,10701965,1698443,18007044,9003522,
210,2021-07-29T00:00:00,89496,16758,72570,,19866958,10718491,1642587,18151808,9075904,
211,2021-07-30T00:00:00,84153,16142,67890,,19951111,10734405,1590799,18287212,9143606,
212,2021-07-31T00:00:00,83955,15776,68031,,20035066,10749963,1538516,18422894,9211447,
213,2021-08-01T00:00:00,61934,11349,50399,,20097000,10761086,1499431,18523310,9261655,
214,2021-08-02T00:00:00,42557,7452,34980,,20139557,10768339,1471871,18592936,9296468,
215,2021-08-03T00:00:00,33373,6002,27191,,20172930,10774108,1450659,18646898,9323449,
216,2021-08-04T00:00:00,61403,12404,48799,,20234333,10786277,1414227,18744100,9372050,
217,2021-08-05T00:00:00,59529,12588,46780,,20293862,10798657,1379991,18837332,9418666,
218,2021-08-06T00:00:00,56094,11893,43983,,20349956,10810290,1347870,18924840,9462420,
219,2021-08-07T00:00:00,62433,12163,50077,,20412389,10822192,1309913,19024558,9512279,
220,2021-08-08T00:00:00,48793,9322,39268,,20461182,10831286,1279944,19102684,9551342,
221,2021-08-09T00:00:00,30907,5959,24763,,20492089,10837031,1261113,19151836,9575918,
222,2021-08-10T00:00:00,49348,10554,38481,,20541437,10847305,1233152,19228306,9614153,
223,2021-08-11T00:00:00,48784,10797,37731,,20590221,10857856,1206187,19303338,9651669,
224,2021-08-12T00:00:00,49339,11244,37855,,20639560,10868848,1179534,19378628,9689314,
225,2021-08-13T00:00:00,49704,11773,37652,,20689264,10880380,1153625,19453510,9726755,
226,2021-08-14T00:00:00,51288,12170,38904,,20740552,10892300,1126865,19530870,9765435,
227,2021-08-15T00:00:00,41852,9892,31726,,20782404,10901990,1105001,19593978,9796989,
228,2021-08-16T00:00:00,26787,6212,20418,,20809191,10907979,1090769,19634420,9817210,
229,2021-08-17T00:00:00,40576,11091,29207,,20849767,10918820,1072629,19692382,9846191,
230,2021-08-18T00:00:00,41959,12001,29707,,20891726,10930579,1054891,19751376,9875688,
231,2021-08-19T00:00:00,45955,16571,29124,,20937681,10946899,1042310,19809178,9904589,
232,2021-08-20T00:00:00,46529,16343,29771,,20984210,10962986,1028855,19868262,9934131,
233,2021-08-21T00:00:00,48009,15177,32468,,21032219,10977903,1011531,19932744,9966372,
234,2021-08-22T00:00:00,34476,10852,23343,,21066695,10988508,999016,19978984,9989492,
235,2021-08-23T00:00:00,23244,7014,16008,,21089939,10995287,990001,20010572,10005286,
236,2021-08-24T00:00:00,37703,13398,23838,,21127642,11008431,979538,20057786,10028893,
237,2021-08-25T00:00:00,41434,14453,26358,,21169076,11022628,967614,20110028,10055014,
238,2021-08-26T00:00:00,39337,13582,24999,,21208413,11035934,956162,20159544,10079772,
239,2021-08-27T00:00:00,37761,12989,23716,,21246174,11048682,945408,20206548,10103274,
240,2021-08-28T00:00:00,40224,13470,25551,,21286398,11061873,933303,20257140,10128570,
241,2021-08-29T00:00:00,30616,10278,19967,,21317014,11071919,923595,20296648,10148324,
242,2021-08-30T00:00:00,18272,6156,11857,,21335286,11077828,917865,20319926,10159963,
243,2021-08-31T00:00:00,32761,11957,19647,,21368047,11089517,910147,20358740,10179370,
244,2021-09-01T00:00:00,36340,12994,21993,,21404387,11102278,901132,20402292,10201146,
245,2021-09-02T00:00:00,37856,15672,19705,,21442243,11117698,897074,20441248,10220624,
246,2021-09-03T00:00:00,46970,21124,22477,,21489213,11138573,895702,20485742,10242871,
247,2021-09-04T00:00:00,46946,20615,24807,,21536159,11158942,891487,20534910,10267455,
248,2021-09-05T00:00:00,33138,14230,18603,,21569297,11172928,887094,20571668,10285834,
249,2021-09-06T00:00:00,21768,9507,12058,,21591065,11182186,884526,20595320,10297660,
250,2021-09-07T00:00:00,15072,6756,8125,,21606137,11188685,883140,20611090,10305545,
251,2021-09-08T00:00:00,41230,17157,20964,,21647367,11205578,879315,20652526,10326263,
252,2021-09-09T00:00:00,41546,17023,19717,,21688913,11222324,876596,20691456,10345728,
253,2021-09-10T00:00:00,39752,15556,19051,,21728665,11237617,873083,20729068,10364534,
254,2021-09-11T00:00:00,42458,15974,23365,,21771123,11253312,865671,20775282,10387641,
255,2021-09-12T00:00:00,30028,11551,17899,,21801151,11264569,859293,20810552,10405276,
256,2021-09-13T00:00:00,16120,6415,9198,,21817271,11270750,856495,20828510,10414255,
257,2021-09-14T00:00:00,29970,11580,15323,,21847241,11282027,852725,20858604,10429302,
258,2021-09-15T00:00:00,39346,14045,19458,,21886587,11295812,847296,20897032,10448516,
259,2021-09-16T00:00:00,39406,14014,19271,,21925993,11309591,842016,20935150,10467575,
260,2021-09-17T00:00:00,39014,13647,19382,,21965007,11322996,836269,20973454,10486727,
261,2021-09-18T00:00:00,41338,14119,23590,,22006345,11336842,826777,21020130,10510065,
262,2021-09-19T00:00:00,30715,10846,19010,,22037060,11347429,818600,21057658,10528829,
263,2021-09-20T00:00:00,16757,6105,10188,,22053817,11353280,814494,21077572,10538786,
264,2021-09-21T00:00:00,31424,11235,17024,,22085241,11364250,808689,21111122,10555561,
265,2021-09-22T00:00:00,41859,14832,22953,,22127100,11378786,800547,21156478,10578239,
266,2021-09-23T00:00:00,47285,16153,26056,,22174385,11394674,790625,21208098,10604049,
267,2021-09-24T00:00:00,46403,15667,26705,,22220788,11410081,779568,21261026,10630513,
268,2021-09-25T00:00:00,48276,15283,29985,,22269064,11425111,764847,21320528,10660264,
269,2021-09-26T00:00:00,37574,12442,24528,,22306638,11437278,752740,21369076,10684538,
270,2021-09-27T00:00:00,19189,6539,12338,,22325827,11443563,746925,21393276,10696638,
271,2021-09-28T00:00:00,31020,11313,17917,,22356847,11454617,740309,21428616,10714308,
272,2021-09-29T00:00:00,37956,12494,21764,,22394803,11466840,731019,21471642,10735821,
273,2021-09-30T00:00:00,37413,11675,21412,,22432216,11478256,721263,21513986,10756993,
274,2021-10-01T00:00:00,30951,9827,18452,,22463167,11487856,712625,21550462,10775231,
275,2021-10-02T00:00:00,37189,11169,23614,,22500356,11498755,700162,21597186,10798593,
276,2021-10-03T00:00:00,27234,8173,18338,,22527590,11506687,689984,21633406,10816703,
277,2021-10-04T00:00:00,14880,4750,9809,,22542470,11511189,684907,21652564,10826282,
278,2021-10-05T00:00:00,26911,8625,15918,,22569381,11519553,677599,21683908,10841954,
279,2021-10-06T00:00:00,31745,9654,18568,,22601126,11528948,668677,21720542,10860271,
280,2021-10-07T00:00:00,30412,9418,17146,,22631538,11538115,660936,21754358,10877179,
281,2021-10-08T00:00:00,32904,10762,18882,,22664442,11548606,652802,21791608,10895804,
282,2021-10-09T00:00:00,34202,10679,21048,,22698644,11559022,642419,21833206,10916603,
283,2021-10-10T00:00:00,23458,7673,15112,,22722102,11566444,634968,21862952,10931476,
284,2021-10-11T00:00:00,12029,3845,7881,,22734131,11570039,630916,21878246,10939123,
285,2021-10-12T00:00:00,5181,1648,3309,,22739312,11571409,629240,21884338,10942169,
286,2021-10-13T00:00:00,29177,9213,18121,,22768489,11580332,620316,21920032,10960016,
287,2021-10-14T00:00:00,29065,8914,17783,,22797554,11588969,611437,21955064,10977532,
288,2021-10-15T00:00:00,29165,8849,18203,,22826719,11597555,602070,21990970,10995485,
289,2021-10-16T00:00:00,31185,9000,19891,,22857904,11606264,591167,22030194,11015097,
290,2021-10-17T00:00:00,23758,7271,15402,,22881662,11613281,583023,22060516,11030258,
291,2021-10-18T00:00:00,12335,3751,8165,,22893997,11616751,578597,22076308,11038154,
292,2021-10-19T00:00:00,21338,6644,12672,,22915335,11623112,572556,22101112,11050556,
293,2021-10-20T00:00:00,25718,7548,14947,,22941053,11630413,565144,22130538,11065269,
294,2021-10-21T00:00:00,23240,6698,13062,,22964293,11636842,558769,22156146,11078073,
295,2021-10-22T00:00:00,26183,7329,15151,,22990476,11643848,550931,22185834,11092917,
296,2021-10-23T00:00:00,28239,7617,17188,,23018715,11651203,541353,22219700,11109850,
297,2021-10-24T00:00:00,19408,5736,12629,,23038123,11656683,534448,22244470,11122235,
298,2021-10-25T00:00:00,9947,2713,6484,,23048070,11659127,530669,22256916,11128458,
299,2021-10-26T00:00:00,18976,5406,11135,,23067046,11664255,524931,22278648,11139324,
300,2021-10-27T00:00:00,22915,6088,13247,,23089961,11670088,517758,22304660,11152330,
301,2021-10-28T00:00:00,22358,5802,12666,,23112319,11675602,510883,22329438,11164719,
302,2021-10-29T00:00:00,22874,5742,13083,,23135193,11681042,503527,22355030,11177515,
303,2021-10-30T00:00:00,24181,6064,14643,,23159374,11686834,494936,22383796,11191898,
304,2021-10-31T00:00:00,16521,4608,10622,,23175895,11691148,488917,22404462,11202231,
305,2021-11-01T00:00:00,7896,2088,5062,,23183791,11692956,485930,22414052,11207026,
306,2021-11-02T00:00:00,15664,4369,7772,,23199455,11697036,482516,22429040,11214520,
307,2021-11-03T00:00:00,18679,5080,9629,,23218134,11701813,477957,22447712,11223856,
308,2021-11-04T00:00:00,19550,4884,10058,,23237684,11706421,472768,22467306,11233653,
309,2021-11-05T00:00:00,21509,4411,9543,,23259193,11710543,467622,22485842,11242921,
310,2021-11-06T00:00:00,25380,5220,12170,,23284573,11715494,460655,22509678,11254839,
311,2021-11-07T00:00:00,21500,4039,8950,,23306073,11719252,455732,22527040,11263520,
312,2021-11-08T00:00:00,12003,2113,4740,,23318076,11721070,453089,22535962,11267981,
313,2021-11-09T00:00:00,24182,3865,7676,,23342258,11724614,449268,22550692,11275346,
314,2021-11-10T00:00:00,28535,4521,9028,,23370793,11728859,444747,22568224,11284112,
